BUS_STOP_N,BUS_ROOF_N,LOC_DESC,geometry,index_right,OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area
4151,B01,CATH OF THE GOOD SHEPHERD,POINT (29982.69980074093 30859.42800157331),45,46,3,BRAS BASAH,MUSZ03,Y,MUSEUM,MU,CENTRAL REGION,CR,5A1130F73E65C2D7,2014-12-05,29793.0931,30958.0952,2348.65717267,223206.603187
4159,B02,AFT CHIJMES,POINT (29972.46320115123 30801.60569989309),47,48,2,CITY HALL,DTSZ02,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,C3663E9926627289,2014-12-05,30209.0736,30536.5079,4544.16984709,710568.702938
4167,B05,CITY HALL STN EXIT B,POINT (30039.96969895996 30577.09340271167),47,48,2,CITY HALL,DTSZ02,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,C3663E9926627289,2014-12-05,30209.0736,30536.5079,4544.16984709,710568.702938
4168,B03,AFT CITY HALL STN EXIT B,POINT (29992.73899833858 30496.36400116049),47,48,2,CITY HALL,DTSZ02,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,C3663E9926627289,2014-12-05,30209.0736,30536.5079,4544.16984709,710568.702938
4179,B03,AFT BRAS BASAH STN EXIT A,POINT (30026.94009814505 30974.2975978218),45,46,3,BRAS BASAH,MUSZ03,Y,MUSEUM,MU,CENTRAL REGION,CR,5A1130F73E65C2D7,2014-12-05,29793.0931,30958.0952,2348.65717267,223206.603187
4211,B01,CLARKE QUAY,POINT (29529.4465753017 30316.63348060474),7,8,2,CLARKE QUAY,SRSZ02,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,48661DC0FBA09F7A,2014-12-05,29253.2073,30222.8645,2208.61929874,290184.652686
4219,B02,OPP CLARKE QUAY,POINT (29512.5200112341 30369.76150798984),86,87,2,FORT CANNING,MUSZ02,Y,MUSEUM,MU,CENTRAL REGION,CR,B3E02024E600E8BA,2014-12-05,29413.9718,30713.0723,2585.22940432,385093.113447
4222,B02,CLARKE QUAY STN EXIT E,POINT (29540.31860257126 30160.99200319313),7,8,2,CLARKE QUAY,SRSZ02,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,48661DC0FBA09F7A,2014-12-05,29253.2073,30222.8645,2208.61929874,290184.652686
4223,B06,OLD HILL ST POLICE STN,POINT (29695.35869896505 30355.79419820569),86,87,2,FORT CANNING,MUSZ02,Y,MUSEUM,MU,CENTRAL REGION,CR,B3E02024E600E8BA,2014-12-05,29413.9718,30713.0723,2585.22940432,385093.113447
4229,B03,HIGH ST CTR,POINT (29711.83429987729 30309.04510141537),47,48,2,CITY HALL,DTSZ02,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,C3663E9926627289,2014-12-05,30209.0736,30536.5079,4544.16984709,710568.702938
4239,B01,OPP CLARKE QUAY STN,POINT (29573.31800306309 30135.12469853275),2,3,3,BOAT QUAY,SRSZ03,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,C35FEFF02B13E0E5,2014-12-05,29654.9594,29974.6553,1740.92576616,160807.497729
4249,B01,OPP THE TREASURY,POINT (29888.56637090258 30320.31928590499),47,48,2,CITY HALL,DTSZ02,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,C3663E9926627289,2014-12-05,30209.0736,30536.5079,4544.16984709,710568.702938
4251,B01,OPP HIGH ST CTR,POINT (29726.58690073993 30240.37460116856),47,48,2,CITY HALL,DTSZ02,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,C3663E9926627289,2014-12-05,30209.0736,30536.5079,4544.16984709,710568.702938
4311,B03,AFT RIVER VALLEY RD,POINT (29178.79460304882 30796.14509846829),86,87,2,FORT CANNING,MUSZ02,Y,MUSEUM,MU,CENTRAL REGION,CR,B3E02024E600E8BA,2014-12-05,29413.9718,30713.0723,2585.22940432,385093.113447
4321,B05,UE SQ,POINT (29084.62892855331 30510.33548921719),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
4329,B04,OPP UE SQ,POINT (29109.19277015515 30477.61119473353),7,8,2,CLARKE QUAY,SRSZ02,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,48661DC0FBA09F7A,2014-12-05,29253.2073,30222.8645,2208.61929874,290184.652686
4331,B03,BEF FORT CANNING STN,POINT (29279.6713644173 30489.35751757957),7,8,2,CLARKE QUAY,SRSZ02,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,48661DC0FBA09F7A,2014-12-05,29253.2073,30222.8645,2208.61929874,290184.652686
4339,B04,FORT CANNING STN EXIT B,POINT (29261.89641931374 30547.62042583898),86,87,2,FORT CANNING,MUSZ02,Y,MUSEUM,MU,CENTRAL REGION,CR,B3E02024E600E8BA,2014-12-05,29413.9718,30713.0723,2585.22940432,385093.113447
5009,NIL,OPP OCBC CTR,POINT (29782.940298195 29810.89920016937),2,3,3,BOAT QUAY,SRSZ03,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,C35FEFF02B13E0E5,2014-12-05,29654.9594,29974.6553,1740.92576616,160807.497729
5012,B10,BEF PEARL'S HILL TERR,POINT (28840.42919852398 29330.10569709539),33,34,2,PEOPLE'S PARK,OTSZ02,Y,OUTRAM,OT,CENTRAL REGION,CR,B4120D23006C932A,2014-12-05,28831.7807,29419.6457,1822.1927178,93140.4376422
5013,B08,CHINATOWN STN EXIT C,POINT (29074.05390197318 29608.52590012737),33,34,2,PEOPLE'S PARK,OTSZ02,Y,OUTRAM,OT,CENTRAL REGION,CR,B4120D23006C932A,2014-12-05,28831.7807,29419.6457,1822.1927178,93140.4376422
5019,B09,AFT PEARL'S HILL TERR,POINT (28862.5697996458 29293.41360012256),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5022,B06,AFT CHINATOWN STN EXIT D,POINT (29243.14620038029 29805.55120091885),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
5023,B04,OPP HONG LIM PK,POINT (29346.4641562663 29932.7659267392),7,8,2,CLARKE QUAY,SRSZ02,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,48661DC0FBA09F7A,2014-12-05,29253.2073,30222.8645,2208.61929874,290184.652686
5029,B01,BOAT QUAY,POINT (29666.24739692081 29957.52979743108),2,3,3,BOAT QUAY,SRSZ03,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,C35FEFF02B13E0E5,2014-12-05,29654.9594,29974.6553,1740.92576616,160807.497729
5039,B07,NEW BRIDGE CTR,POINT (29019.48190139141 29478.3666991014),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5049,B05,CHINATOWN PT,POINT (29242.4645014517 29741.04370050132),38,39,4,CHINA SQUARE,OTSZ04,Y,OUTRAM,OT,CENTRAL REGION,CR,B609DF5587626C8F,2014-12-05,29509.6437,29646.4495,1605.27969734,133006.936012
5059,B03,HONG LIM PK,POINT (29387.12740230747 29908.88130218349),2,3,3,BOAT QUAY,SRSZ03,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,C35FEFF02B13E0E5,2014-12-05,29654.9594,29974.6553,1740.92576616,160807.497729
5069,B09A,OUTRAM PK STN EXIT H,POINT (28770.57460315898 29184.26309722103),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5129,B01,HONG LIM PK,POINT (29449.00160001498 29830.69489849731),2,3,3,BOAT QUAY,SRSZ03,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,C35FEFF02B13E0E5,2014-12-05,29654.9594,29974.6553,1740.92576616,160807.497729
5131,B01,OPP HONG LIM CPLX,POINT (29329.03311017342 29607.6142971199),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5189,B05,OPP SRI MARIAMMAN TP,POINT (29326.62280055974 29387.43939815089),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5199,B03,OPP HONG LIM CPLX,POINT (29493.50770957116 29667.18581702374),38,39,4,CHINA SQUARE,OTSZ04,Y,OUTRAM,OT,CENTRAL REGION,CR,B609DF5587626C8F,2014-12-05,29509.6437,29646.4495,1605.27969734,133006.936012
5239,NIL,BEF PINNACLE /@ DUXTON,POINT (28884.72796536051 28976.55233932287),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5241,B01,OPP BLK 333,POINT (28992.14629977383 29250.15759977326),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5259,B01,AFT KRETA AYER RD,POINT (29039.84239938669 29127.37059681304),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5269,B07,MAXWELL RD FC,POINT (29263.6438025292 29277.59210040793),25,26,7,MAXWELL,DTSZ07,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,CB2D9FC5CAB792B1,2014-12-05,29392.0478,29096.7539,1419.80185707,63664.9667667
5271,B02,OPP FAIRFIELD METH CH,POINT (29173.44870283548 29141.63630004413),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5319,B01,OCBC CTR,POINT (29765.40509888809 29652.87009991892),36,37,4,PHILLIP,DTSZ04,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,615D4EDDEF809F8E,2014-12-05,29706.7242,29744.9079,871.554887798,39437.9352703
5411,B06,TG PAGAR PLAZA,POINT (29091.54469804373 28642.79930040427),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5419,B03,THE AMARA,POINT (29099.14390906133 28588.41607463546),21,22,10,ANSON,DTSZ10,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,4893F02202845C1D,2014-12-05,29145.35,28466.7783,1586.10005898,103238.482139
5421,B04,AFT CRAIG RD,POINT (29137.29009818006 28930.38160013966),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5429,B01,BEF CRAIG RD,POINT (29155.49650122505 28898.4958977811),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5431,NIL,TOWER 15,POINT (28959.69718390424 28497.80813771114),21,22,10,ANSON,DTSZ10,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,4893F02202845C1D,2014-12-05,29145.35,28466.7783,1586.10005898,103238.482139
5519,B01,OPP MARITIME HSE,POINT (28862.0099967448 28667.44930157997),35,36,3,CHINATOWN,OTSZ03,Y,OUTRAM,OT,CENTRAL REGION,CR,0FF1661344C84AED,2014-12-05,29153.9676,29158.0443,4297.59991003,587222.678854
5521,B02,MARITIME HSE,POINT (28806.79910308961 28806.3303029649),62,63,16,EVERTON PARK,BMSZ16,N,BUKIT MERAH,BM,CENTRAL REGION,CR,CF9CAD50B0D9A528,2014-12-05,28333.5771,28602.9926,3776.68338771,635704.056667
5629,B03,OPP STH PT,POINT (28958.93349707499 28412.76780034974),21,22,10,ANSON,DTSZ10,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,4893F02202845C1D,2014-12-05,29145.35,28466.7783,1586.10005898,103238.482139
5631,B01,BLK 16,POINT (28786.52389996964 28440.53590282798),62,63,16,EVERTON PARK,BMSZ16,N,BUKIT MERAH,BM,CENTRAL REGION,CR,CF9CAD50B0D9A528,2014-12-05,28333.5771,28602.9926,3776.68338771,635704.056667
5641,B02,BEF CANTONMENT RD,POINT (28890.44680127781 28358.71100140922),62,63,16,EVERTON PARK,BMSZ16,N,BUKIT MERAH,BM,CENTRAL REGION,CR,CF9CAD50B0D9A528,2014-12-05,28333.5771,28602.9926,3776.68338771,635704.056667
5649,B01,OPP CUSTOMS PORT BR HQ,POINT (28855.17030088324 28320.3082015831),20,21,17,CITY TERMINALS,BMSZ17,N,BUKIT MERAH,BM,CENTRAL REGION,CR,9711879901A8487F,2014-12-05,28387.3388,27536.5671,16805.6555023,3449640.60707
5651,B08,OPP FUJI XEROX TWRS,POINT (29086.05269685853 28417.89039723203),21,22,10,ANSON,DTSZ10,Y,DOWNTOWN CORE,DT,CENTRAL REGION,CR,4893F02202845C1D,2014-12-05,29145.35,28466.7783,1586.10005898,103238.482139
6011,B01,OPP OUTRAM PK STN,POINT (28515.40819772426 29344.38749955408),31,32,5,SINGAPORE GENERAL HOSPITAL,BMSZ05,N,BUKIT MERAH,BM,CENTRAL REGION,CR,91630902E00FD7B9,2014-12-05,28147.221,29131.0368,2915.28204786,533017.390733
6029,B06,OUTRAM PK STN,POINT (28606.8429972427 29334.16049745306),33,34,2,PEOPLE'S PARK,OTSZ02,Y,OUTRAM,OT,CENTRAL REGION,CR,B4120D23006C932A,2014-12-05,28831.7807,29419.6457,1822.1927178,93140.4376422
6031,NIL,OPP BLK 13,POINT (28597.9226001557 29832.46539753489),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
6039,B01,BLK 8,POINT (28718.99998938572 29948.65229861066),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
6049,B04,BEF OUTRAM FLYOVER,POINT (28211.14010283258 29678.15109967254),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
6051,B01,BLK 55,POINT (28078.66100264806 29694.96510116942),39,40,10,TIONG BAHRU,BMSZ10,N,BUKIT MERAH,BM,CENTRAL REGION,CR,A0FB4B68155D164A,2014-12-05,27785.672,29590.3951,3303.21489952,448127.584441
6069,B02,AFT FURAMA RIVERFRONT,POINT (28180.6065968601 29842.94660107046),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
6071,B05,BLK 2B,POINT (28030.69559908658 29920.37900122628),39,40,10,TIONG BAHRU,BMSZ10,N,BUKIT MERAH,BM,CENTRAL REGION,CR,A0FB4B68155D164A,2014-12-05,27785.672,29590.3951,3303.21489952,448127.584441
6081,B03A,BLK 94,POINT (28022.93569284026 30060.05189443938),6,7,9,BUKIT HO SWEE,BMSZ09,N,BUKIT MERAH,BM,CENTRAL REGION,CR,7839A8577144EFE2,2014-12-05,27680.0627,30230.861,3275.31248846,551732.049494
6129,B01,GRAND COPTHORNE HOTEL,POINT (28126.81339882128 30348.27820282802),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
6131,B03,THE BOYS' BRIGADE HQ,POINT (27879.33270061575 30437.21840117127),6,7,9,BUKIT HO SWEE,BMSZ09,N,BUKIT MERAH,BM,CENTRAL REGION,CR,7839A8577144EFE2,2014-12-05,27680.0627,30230.861,3275.31248846,551732.049494
6141,B05,HOLIDAY INN ATRIUM,POINT (28044.4098031586 30230.68099897355),6,7,9,BUKIT HO SWEE,BMSZ09,N,BUKIT MERAH,BM,CENTRAL REGION,CR,7839A8577144EFE2,2014-12-05,27680.0627,30230.861,3275.31248846,551732.049494
6149,B08,OPP HOLIDAY INN ATRIUM S'PORE,POINT (28100.18519944791 30247.13770194165),6,7,9,BUKIT HO SWEE,BMSZ09,N,BUKIT MERAH,BM,CENTRAL REGION,CR,7839A8577144EFE2,2014-12-05,27680.0627,30230.861,3275.31248846,551732.049494
6151,B03,HOTEL MIRAMAR,POINT (28444.67730015516 30126.04689999111),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
6159,B06,OPP HOTEL MIRAMAR,POINT (28404.9086997984 30166.5469029136),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
6161,B01,BLK 2,POINT (28743.27679742873 30156.74050052278),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
6169,B04,RIVER PL CONDO,POINT (28751.52690168004 30196.22899810597),14,15,1,ROBERTSON QUAY,SRSZ01,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,DF71BB5EC3C9FFD1,2014-12-05,28416.8477,30409.3607,4995.75811436,506588.959751
6171,B03,OPP STATE CT,POINT (29017.96210539341 29833.99792637676),1,2,1,PEARL'S HILL,OTSZ01,Y,OUTRAM,OT,CENTRAL REGION,CR,8C7149B9EB32EEFC,2014-12-05,28679.0634,29782.0519,3506.1073755,559816.245449
6189,B02,CTRL SQ,POINT (29115.38350020163 30021.28070022352),7,8,2,CLARKE QUAY,SRSZ02,Y,SINGAPORE RIVER,SR,CENTRAL REGION,CR,48661DC0FBA09F7A,2014-12-05,29253.2073,30222.8645,2208.61929874,290184.652686
7011,B01,PEACE CTR,POINT (29836.95270049945 31489.12240304053),96,97,8,SELEGIE,RCSZ08,Y,ROCHOR,RC,CENTRAL REGION,CR,E8FA232C5BEEA956,2014-12-05,29817.3304,31611.0039,1478.0499695,49626.0183312
7021,NIL,SELEGIE CTR,POINT (29853.52209805138 31727.11929725111),96,97,8,SELEGIE,RCSZ08,Y,ROCHOR,RC,CENTRAL REGION,CR,E8FA232C5BEEA956,2014-12-05,29817.3304,31611.0039,1478.0499695,49626.0183312
7031,B01,TEKKA CTR,POINT (29996.98270552419 32011.16661219485),119,120,1,FARRER PARK,RCSZ01,Y,ROCHOR,RC,CENTRAL REGION,CR,710C13F4E3EDBBE6,2014-12-05,30093.4152,32386.2107,2540.96036282,247887.633021
7111,B03,BROADWAY HOTEL,POINT (30215.25979681499 32348.79879894666),119,120,1,FARRER PARK,RCSZ01,Y,ROCHOR,RC,CENTRAL REGION,CR,710C13F4E3EDBBE6,2014-12-05,30093.4152,32386.2107,2540.96036282,247887.633021
7211,B05,AFT FARRER PK STN EXIT G,POINT (30556.08289772831 32817.48260135576),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7221,B07,SRI VADAPATHIRA K TP,POINT (30732.99990193266 33036.73259680718),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7231,B03,BEF TAI HOE HOTEL,POINT (30672.14449679106 32442.6618027091),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7241,B07,BEF S'GOON RD,POINT (30853.42159918323 33100.40990125202),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7249,B08,AFT KEMPAS RD,POINT (30914.05750302505 33068.04969746806),108,109,1,BENDEMEER,KLSZ01,N,KALLANG,KL,CENTRAL REGION,CR,69C9F7CD6F08EA3A,2014-12-05,31175.9571,33827.9445,5603.00091056,1376830.04527
7319,B06,AFT ALLENBY RD,POINT (30813.21059684269 32514.45379704423),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7329,B08,HOA NAM BLDG,POINT (30954.86770153511 32787.32939752378),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7331,B01,AFT KING GEORGE'S AVE,POINT (30850.36609938275 32283.78910036385),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7351,B05,ARC 380,POINT (31021.15833482239 32871.54250264727),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7359,B06,OPP ARC 380,POINT (31058.27710419428 32876.62069629319),132,133,8,KALLANG BAHRU,KLSZ08,N,KALLANG,KL,CENTRAL REGION,CR,F605DD67E5154CFB,2014-12-05,31579.2889,32929.5276,3710.90460199,839488.977186
7361,B03,BEF KALLANG BAHRU,POINT (31171.05319376569 32666.610620372),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7369,B04,AFT KALLANG BAHRU,POINT (31236.70905944705 32634.50172689557),132,133,8,KALLANG BAHRU,KLSZ08,N,KALLANG,KL,CENTRAL REGION,CR,F605DD67E5154CFB,2014-12-05,31579.2889,32929.5276,3710.90460199,839488.977186
7371,B01,AFT KALLANG RD,POINT (31365.53685644548 32392.59514979087),125,126,6,LAVENDER,KLSZ06,N,KALLANG,KL,CENTRAL REGION,CR,A7A07F328A38B6EF,2014-12-05,30874.4064,32569.5264,3609.15046338,757907.611102
7379,B02,APERIA/BEF KALLANG RD,POINT (31350.79613692965 32492.39256332442),132,133,8,KALLANG BAHRU,KLSZ08,N,KALLANG,KL,CENTRAL REGION,CR,F605DD67E5154CFB,2014-12-05,31579.2889,32929.5276,3710.90460199,839488.977186
7419,B04,OPP VEERASAMY RD,POINT (30537.83250069246 32095.8004028406),65,66,3,SUNGEI ROAD,RCSZ03,Y,ROCHOR,RC,CENTRAL REGION,CR,31DE89B5FC57F46A,2014-12-05,30601.3445,32003.1028,1727.96350256,116329.996565
7509,B03,SMU,POINT (29755.21012361906 31076.23571998626),45,46,3,BRAS BASAH,MUSZ03,Y,MUSEUM,MU,CENTRAL REGION,CR,5A1130F73E65C2D7,2014-12-05,29793.0931,30958.0952,2348.65717267,223206.603187
7517,B07,IBIS S'PORE ON BENCOOLEN,POINT (30127.39961298369 31514.50531175546),58,59,10,VICTORIA,RCSZ10,Y,ROCHOR,RC,CENTRAL REGION,CR,DD1436D810825828,2014-12-05,30189.2101,31335.7252,2093.77023342,214250.298128
7518,B05,OPP NAFA CAMPUS 3,POINT (30095.64565496892 31475.37340642139),58,59,10,VICTORIA,RCSZ10,Y,ROCHOR,RC,CENTRAL REGION,CR,DD1436D810825828,2014-12-05,30189.2101,31335.7252,2093.77023342,214250.298128
7529,B02,JLN BESAR STN EXIT A,POINT (30389.90523914341 31866.05654361472),65,66,3,SUNGEI ROAD,RCSZ03,Y,ROCHOR,RC,CENTRAL REGION,CR,31DE89B5FC57F46A,2014-12-05,30601.3445,32003.1028,1727.96350256,116329.996565
7531,B01,ROCHOR STN,POINT (30133.96259885654 31781.25648671016),53,54,9,BENCOOLEN,RCSZ09,Y,ROCHOR,RC,CENTRAL REGION,CR,CF8BBFA03E1B0246,2014-12-05,29999.0626,31594.594,1916.09754822,170664.304517
7539,B01,OPP ROCHOR STN,POINT (30120.36995417345 31853.3502540756),84,85,2,LITTLE INDIA,RCSZ02,Y,ROCHOR,RC,CENTRAL REGION,CR,BEC03B4580EB622F,2014-12-05,30307.5102,32122.9908,2203.28025819,278303.543296
7551,B03,FU LU SHOU CPLX,POINT (30364.83890234027 31567.46670323797),58,59,10,VICTORIA,RCSZ10,Y,ROCHOR,RC,CENTRAL REGION,CR,DD1436D810825828,2014-12-05,30189.2101,31335.7252,2093.77023342,214250.298128
7561,B03,BEF WATERLOO ST,POINT (30148.75500223506 31316.88630001619),58,59,10,VICTORIA,RCSZ10,Y,ROCHOR,RC,CENTRAL REGION,CR,DD1436D810825828,2014-12-05,30189.2101,31335.7252,2093.77023342,214250.298128
7569,B04,AFT WATERLOO ST,POINT (30193.91805791203 31314.85331560485),58,59,10,VICTORIA,RCSZ10,Y,ROCHOR,RC,CENTRAL REGION,CR,DD1436D810825828,2014-12-05,30189.2101,31335.7252,2093.77023342,214250.298128
7571,B05,SUNSHINE PLAZA,POINT (29975.33457306586 31447.6745523978),53,54,9,BENCOOLEN,RCSZ09,Y,ROCHOR,RC,CENTRAL REGION,CR,CF8BBFA03E1B0246,2014-12-05,29999.0626,31594.594,1916.09754822,170664.304517
7589,B01,CH OF OUR LADY OF LOURDER,POINT (30460.02499978803 31731.18789977208),98,99,4,ROCHOR CANAL,RCSZ04,Y,ROCHOR,RC,CENTRAL REGION,CR,6DFA7E9068F7B4CE,2014-12-05,30693.783,31819.1316,1686.00945279,120171.321214
8011,B01,OPP HAW PAR GLASS TWR,POINT (29148.82589674462 31044.42999889888),56,57,1,DHOBY GHAUT,MUSZ01,Y,MUSEUM,MU,CENTRAL REGION,CR,AD3DE26295353551,2014-12-05,29320.0735,31245.7483,2584.78830957,221973.341827
8019,B02,AFT HAW PAR GLASS TWR,POINT (29198.69139844459 30948.99239972234),86,87,2,FORT CANNING,MUSZ02,Y,MUSEUM,MU,CENTRAL REGION,CR,B3E02024E600E8BA,2014-12-05,29413.9718,30713.0723,2585.22940432,385093.113447
8031,B01,DHOBY GHAUT STN EXIT B,POINT (29339.11939751264 31194.938285226),56,57,1,DHOBY GHAUT,MUSZ01,Y,MUSEUM,MU,CENTRAL REGION,CR,AD3DE26295353551,2014-12-05,29320.0735,31245.7483,2584.78830957,221973.341827
8041,B01,YMCA,POINT (29611.18813566584 31161.56784344651),45,46,3,BRAS BASAH,MUSZ03,Y,MUSEUM,MU,CENTRAL REGION,CR,5A1130F73E65C2D7,2014-12-05,29793.0931,30958.0952,2348.65717267,223206.603187
